Date,OGDC,PPL,POL,MARI,NBP,BAFL,HBL,UBL,MCB,BAHL,FCCL,DGKC,LUCK,EFERT,FFC,ENGRO,HUBC,KAPCO,EPCL,SSGC,SNGP,PSO,TRG,PAEL,ISL,NML,SEARL,HCAR,MTL,ATRL
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-24,152.71,212.92,536.03,1495,50.85,49.52,148.44,153.87,200.47,79.22,23.19,101.92,494.41,76,98.28,315.42,90.87,57.25,31.06,28.53,94.07,325.64,29.04,32.13,93.42,142.51,324.51,276.48,1087.71,163.81
2018-09-25,153.31,215.01,547.34,1536.77,50.81,50.28,148.45,153.47,199.84,78.65,23.14,103.27,502.36,76.24,97.99,314.3,91.4,56.69,30.37,28.37,93.45,326.2,28.43,31.88,93.99,142.24,326.12,270.72,1062.36,164.38
2018-09-26,152.22,214.62,545.69,1520.4,51.17,49.5,146.86,154.79,200.1,79.66,23.18,103.3,496.29,75.73,97.49,313.93,88.69,56.71,30.43,28.1,92.51,323.08,28.04,31.34,92.92,141.62,320.74,262.25,1047.37,163.44
2018-09-27,152.66,212.9,538.69,1526.57,51.3,49.24,147.38,153.97,201.79,79.48,22.76,103.26,507.98,75.61,98.34,312.92,88.69,56.08,30.2,27.5,90.72,317.62,28.97,31.26,92.55,140.09,316.77,266.23,1058.05,155.64
2018-09-28,152.99,213.4,549.18,1558.33,51.94,49.64,151.37,154,201.21,80.69,22.36,102.41,512.94,75.49,97.64,311.63,87.47,56.58,29.04,27.7,89.12,318.84,27.69,30.74,90.97,140.59,315.93,254.71,1014.15,151.37
2018-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,151.94,215.06,548.06,1561.88,51.95,50.05,151.81,153.46,200.87,80.97,22.05,100.62,507.2,75.25,97.01,312.56,86.38,57.03,29.82,27.22,87.86,318.38,28.42,31.21,90.75,142.2,312.64,252.89,1014.12,145.74
2018-10-02,152.79,217.99,558.26,1555.72,51.97,49.09,149.05,151.58,198.67,80,22.25,98.1,504.87,74.65,95.99,316.72,87.63,57.02,30.08,27.15,87.87,318.15,28.03,30.38,89.51,141.68,308.67,254.54,1005.54,146.18
2018-10-03,151.44,215.05,552.66,1554.28,51.52,48.39,148.18,150.78,196.61,78.98,22.51,97.47,500.83,75.03,96.04,313.99,87.92,57.39,30.36,26.75,86.55,317.31,27.25,30.1,91.21,140.37,303.44,247.35,1001.09,143.64
2018-10-04,150.43,214.37,549.73,1537.73,50.32,47.52,144.87,150.44,193.61,79.04,22.2,93.52,493.2,74.99,95.76,310.07,87.42,56.97,30.02,25.84,84.98,309.6,26.95,29.12,91,139.26,297.35,234.99,998.69,136.62
2018-10-05,147.32,210,540.54,1524.92,49.75,47.58,142.05,144.98,189.29,77.19,21.19,90.46,480.4,74.99,95.94,305.57,87.03,56.03,28.71,24.69,80.97,244.06,25.94,27.69,88.62,135,283.2,223.25,989.09,130.02
2018-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-08,143.82,204.01,519.56,1478.78,47.27,46.89,134.95,137.74,187.03,75.66,20.21,85.97,456.38,73.08,91.36,297.15,84.43,55.52,27.58,23.46,76.97,234.87,24.65,26.31,84.19,128.25,269.4,212.09,948.35,123.52
2018-10-09,151.01,213.17,544.59,1550.85,47.34,47.89,135.93,137.79,187.96,77.79,19.99,81.93,460.45,74.07,94.24,307.43,87.26,56.16,28.93,23.57,79.91,234.24,24.3,25.3,84.82,133.52,265.09,201.49,970.43,122.38
2018-10-10,152.58,211.36,549.47,1426.2,47.2,49.01,137.88,141.73,195.7,78.1,20.58,86.02,469.55,73.47,95.16,310.4,87.66,55.48,30.37,23.01,79.54,236.05,24.55,25.28,88.1,132.04,267.13,194.79,961.5,128.27
2018-10-11,151.39,210.01,538.76,1477.53,46.55,48.76,133.87,139.58,192.82,78.98,20.27,85.41,448.31,73.23,93.97,307.64,86.55,55.95,30.11,22.18,77.32,234.51,23.72,25.21,83.88,129.25,261.01,190.71,955.52,130.51
2018-10-12,148.63,177.5,523.29,1441.89,46.12,47.51,131.35,136.93,187.02,77.78,19.92,81.45,425.9,72.21,91.23,297,82.56,55.19,29.36,21.15,73.46,224.86,22.54,23.99,79.69,127.45,255.47,181.18,972.81,129.22
2018-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-15,148.19,172.7,523.56,1401.2,46.5,46.33,130.18,136.88,179.81,74.84,19.67,82.09,409.51,70.99,89.7,289.52,81.32,48.03,29.37,20.1,69.79,215.63,22,22.93,75.77,124.04,245.93,173.8,949.09,133.64
2018-10-16,146.95,176.5,539.23,1400.35,46.1,46.01,127.99,133.03,177.47,76.9,19.53,82.25,395.87,70.9,87.04,285.89,80.36,46.79,29.57,19.17,68.8,213.74,20.9,21.96,73.57,126.91,234.08,169.5,930.23,139.58
2018-10-17,149.38,181.4,550.11,1424.93,48.16,47.31,129.72,136.94,177.98,75.98,20.53,81.9,414.71,73.02,89.09,294.86,82.67,47.68,31.04,20.17,72.24,224.05,21.94,23.05,76.95,132.2,244.48,177.97,959.75,146.55
2018-10-18,149.65,182.84,543.87,1432.48,48.28,46.64,127.94,137.57,177.16,75.31,21.55,84.2,419.69,76.36,90.13,304.45,83.54,47.67,31.76,21.17,75.71,230.65,23,24.2,73.73,128.66,238.88,186.86,973.68,153.87
2018-10-19,148.21,178.51,542.08,1419.48,49.3,48.01,127.1,139.14,179.21,76.75,22.62,88.41,434.93,75.69,90.1,300.68,84,49.19,33.22,22.22,79.45,238.73,24.15,25.41,77.41,131.63,246.92,196.2,998.9,161.56
2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,149.39,174.43,536.18,1425.08,49.85,48.28,129.01,138.1,178.91,75.93,22.15,87.86,424.85,75.7,88.98,295.24,83.77,49.94,32.85,22.78,79.56,239.06,25.14,26.68,78.86,130.08,242.57,206.01,945.71,164.75
2018-10-23,146.66,170.68,535.5,1407.66,48.22,46.99,125.1,136.03,177.54,75.77,21.1,83.66,407.32,75.24,88.38,298.71,83.78,50.65,31.76,21.84,76.8,233.39,23.94,26.97,75.5,129.41,234.69,196.39,934.08,158.6
2018-10-24,151.71,178.48,555.38,1443.21,49.96,48.66,131.35,142.83,186.39,76.6,22.15,87.84,427.68,79,92.67,313.64,87.93,53.17,33.34,22.93,80.64,245.05,25.13,28.31,79.27,135.88,246.33,206.2,980.78,166.53
2018-10-25,150.47,181.02,547.12,1429.56,48.89,49.25,125.62,141.66,185.55,75,23.18,90.43,449.06,80.16,97.19,320.23,89.47,53.85,33.92,24.07,84.67,253.26,26.36,29.72,83.03,139.77,249.88,211.35,1029.81,174.8
2018-10-26,157.74,189.19,554.82,1431.02,48.79,50.08,131.78,144.04,191.41,75.64,24.33,94.87,471.51,81.77,99.52,330.09,87.24,53.98,34.73,25.23,88.9,264.99,27.67,31.2,87.18,144.1,257.72,214.86,1027.21,183.44
2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,159.73,190.8,550.01,1479.36,48.77,51.42,138.36,150.55,197.38,76.56,25.54,99.61,495.08,80.88,98.82,335.97,90.65,54.21,36.46,26.48,93.34,278.23,29.05,32.76,91.41,147.76,270.6,225.6,1021.18,192.61
2018-10-30,159.01,188.51,545.32,1487.88,48.65,52,144.92,151.44,198.29,76.64,26.09,104.59,506.72,80.99,98.33,333.05,93.23,53.93,36.64,26.03,92.77,278.77,28.13,31.46,89.6,145.91,279.95,224.3,999.37,195.7
2018-10-31,158.94,186.79,544.47,1475,48.18,52.23,145.65,149.88,197.76,76.79,26.25,105.57,496.95,81.01,98.21,334.75,92.54,53.75,35.99,25.75,91.94,280.32,27.7,31.71,92.84,146.72,293.94,235.51,995.25,192.99
